N,price,pages,size1,size2,size3,weight,year,volume,volume_price,weight_price,page_price,CoverType
1,540.0,298.0,1.7,14.6,21.6,460,2024.0,536.1120000000001,1.007252215954875,1.173913043478261,1.8120805369127517,1
2,539.0,264.0,1.4,14.0,21.0,330,2023.0,411.59999999999997,1.3095238095238095,1.6333333333333333,2.0416666666666665,0
3,238.0,192.0,1.5,11.6,18.1,129,2024.0,314.94,0.7556994983171398,1.8449612403100775,1.2395833333333333,0
4,715.0,448.0,2.7,13.0,20.7,430,2024.0,726.57,0.9840758633029164,1.6627906976744187,1.5959821428571428,1
5,605.0,160.0,1.8,13.3,17.3,176,2024.0,414.16200000000003,1.460781047029906,3.4375,3.78125,1
6,104.0,320.0,2.2,14.5,20.8,379,2019.0,663.5200000000001,0.1567398119122257,0.27440633245382584,0.325,1
7,254.0,384.0,1.7,11.5,18.0,200,2024.0,351.90000000000003,0.7217959647627166,1.27,0.6614583333333334,0
8,781.0,534.0,3.0,14.3,21.5,740,2023.0,922.3500000000001,0.8467501490757303,1.0554054054054054,1.4625468164794007,1
9,715.0,320.0,1.8,13.5,20.5,330,2024.0,498.15000000000003,1.4353106494027903,2.1666666666666665,2.234375,1
10,696.0,320.0,2.2,13.0,20.5,330,2024.0,586.3000000000001,1.1871055773494796,2.109090909090909,2.175,1
11,741.0,448.0,2.8,13.3,20.7,430,2024.0,770.868,0.9612540668441288,1.7232558139534884,1.6540178571428572,1
12,878.0,352.0,2.7,14.0,21.0,320,2024.0,793.8000000000001,1.1060720584530108,2.74375,2.4943181818181817,0
13,308.0,160.0,1.1,11.5,18.0,110,2024.0,227.70000000000002,1.3526570048309177,2.8,1.925,0
14,554.0,272.0,2.0,13.3,17.0,310,2024.0,452.20000000000005,1.2251216275984076,1.7870967741935484,2.036764705882353,1
15,594.0,278.0,1.8,14.0,21.0,430,2023.0,529.1999999999999,1.1224489795918369,1.3813953488372093,2.1366906474820144,0
16,787.0,224.0,1.5,13.0,20.5,250,2024.0,399.75,1.9687304565353345,3.148,3.513392857142857,1
17,787.0,282.0,1.8,13.3,20.7,300,2024.0,495.558,1.5881087582079192,2.6233333333333335,2.7907801418439715,1
18,715.0,320.0,2.0,12.8,20.5,320,2024.0,524.8000000000001,1.3624237804878048,2.234375,2.234375,1
19,690.0,160.0,1.3,13.0,18.5,130,2024.0,312.65000000000003,2.2069406684791297,5.3076923076923075,4.3125,0
20,840.0,538.0,3.1,14.0,21.0,540,2024.0,911.4,0.9216589861751152,1.5555555555555556,1.5613382899628252,0
21,627.0,288.0,2.4,12.8,20.5,310,2024.0,629.76,0.9956173780487805,2.02258064516129,2.1770833333333335,1
22,715.0,352.0,2.0,12.5,20.0,10,2024.0,500.0,1.43,71.5,2.03125,1
23,1248.0,432.0,2.4,14.7,21.6,500,2023.0,762.0479999999999,1.6376921138825904,2.496,2.888888888888889,1
24,116.0,384.0,2.1,13.0,20.5,360,2020.0,559.65,0.20727240239435363,0.32222222222222224,0.3020833333333333,1
25,715.0,288.0,1.8,13.0,20.5,320,2024.0,479.70000000000005,1.4905149051490514,2.234375,2.482638888888889,1
26,1010.0,672.0,3.0,14.4,21.5,760,2024.0,928.8000000000001,1.0874246339362617,1.3289473684210527,1.5029761904761905,1
27,904.0,480.0,2.3,13.0,20.5,470,2024.0,612.9499999999999,1.4748348152377846,1.9234042553191488,1.8833333333333333,1
28,344.0,480.0,1.8,11.5,18.0,250,2024.0,372.59999999999997,0.9232420826623726,1.376,0.7166666666666667,0
29,849.0,208.0,1.7,13.0,18.5,160,2023.0,408.84999999999997,2.076556194203253,5.30625,4.081730769230769,0
30,847.0,347.0,2.1,13.0,20.5,380,2024.0,559.65,1.5134459036898062,2.2289473684210526,2.440922190201729,1
31,540.0,376.0,2.5,14.2,21.0,578,2024.0,745.5,0.7243460764587525,0.9342560553633218,1.4361702127659575,0
32,605.0,352.0,3.0,13.0,20.5,350,2024.0,799.5,0.756722951844903,1.7285714285714286,1.71875,1
33,4141.0,304.0,2.5,24.1,33.4,1929,2021.0,2012.35,2.05779312743807,2.1467081389320892,13.62171052631579,1
34,790.0,664.0,3.8,14.5,21.7,886,2024.0,1195.6699999999998,0.6607174220311626,0.891647855530474,1.1897590361445782,1
35,806.0,318.0,3.0,14.3,21.8,410,2024.0,935.2200000000001,0.8618293021962745,1.9658536585365853,2.5345911949685536,1
36,696.0,384.0,2.2,13.0,20.7,379,2024.0,592.02,1.1756359582446538,1.8364116094986807,1.8125,1
37,559.0,320.0,2.3,13.0,20.5,260,2024.0,612.9499999999999,0.9119830328738071,2.15,1.746875,1
38,308.0,384.0,2.5,13.0,20.5,300,2024.0,666.25,0.4622889305816135,1.0266666666666666,0.8020833333333334,1
39,593.0,256.0,1.5,14.5,21.8,348,2024.0,474.15000000000003,1.2506590741326584,1.7040229885057472,2.31640625,1
40,540.0,446.0,2.5,13.8,21.0,530,2023.0,724.5,0.7453416149068323,1.0188679245283019,1.210762331838565,0
41,904.0,448.0,2.9,14.3,21.8,530,2024.0,904.046,0.9999491176333947,1.7056603773584906,2.017857142857143,1
42,1086.0,384.0,3.7,14.5,21.8,520,2024.0,1169.5700000000002,0.928546388843763,2.0884615384615386,2.828125,1
43,696.0,288.0,2.5,13.0,20.5,300,2024.0,666.25,1.0446529080675422,2.32,2.4166666666666665,1
44,807.0,480.0,3.7,13.2,20.5,460,2024.0,1001.2199999999999,0.8060166596751963,1.7543478260869565,1.68125,1
45,278.0,416.0,2.7,11.5,18.0,250,2022.0,558.9,0.49740561817856505,1.112,0.6682692307692307,0
46,441.0,384.0,3.0,11.5,18.0,236,2024.0,621.0,0.7101449275362319,1.86864406779661,1.1484375,0
47,707.0,384.0,3.3,13.2,20.7,379,2024.0,901.6919999999999,0.7840814823687025,1.8654353562005277,1.8411458333333333,1
48,878.0,512.0,2.8,13.5,20.5,460,2024.0,774.9,1.1330494257323527,1.9086956521739131,1.71484375,1
49,650.0,192.0,1.5,13.0,20.6,244,2024.0,401.70000000000005,1.6181229773462782,2.6639344262295084,3.3854166666666665,1
50,624.0,288.0,2.1,13.0,20.5,310,2023.0,559.65,1.1149825783972125,2.0129032258064514,2.1666666666666665,1
51,103.0,352.0,2.0,13.0,20.5,340,2020.0,533.0,0.19324577861163228,0.3029411764705882,0.29261363636363635,0
52,715.0,400.0,2.5,13.2,20.6,300,2024.0,679.8000000000001,1.0517799352750807,2.3833333333333333,1.7875,1
53,506.0,192.0,1.5,13.0,18.5,159,2023.0,360.75,1.4026334026334026,3.1823899371069184,2.6354166666666665,0
54,1010.0,608.0,3.3,14.7,21.8,780,2024.0,1057.518,0.9550664858659615,1.294871794871795,1.6611842105263157,1
55,787.0,352.0,2.9,13.2,20.7,360,2023.0,792.3959999999998,0.9931902735500938,2.186111111111111,2.2357954545454546,1
56,670.0,256.0,1.5,13.0,20.5,290,2024.0,399.75,1.6760475297060662,2.310344827586207,2.6171875,1
57,465.0,272.0,1.8,13.0,18.6,230,2023.0,435.24000000000007,1.0683760683760681,2.0217391304347827,1.7095588235294117,0
58,696.0,352.0,2.2,13.1,20.7,380,2024.0,596.574,1.1666616379527102,1.831578947368421,1.9772727272727273,1
59,1138.0,432.0,2.5,17.2,24.4,680,2024.0,1049.2,1.0846359130766299,1.673529411764706,2.634259259259259,1
60,787.0,384.0,2.5,13.1,20.6,370,2023.0,674.6500000000001,1.1665307937449045,2.127027027027027,2.0494791666666665,1
61,696.0,416.0,2.8,13.0,20.5,425,2022.0,746.1999999999999,0.9327258107745914,1.6376470588235295,1.6730769230769231,1
62,757.0,224.0,1.5,13.4,20.7,390,2024.0,416.07,1.8194053885163555,1.941025641025641,3.3794642857142856,1
63,1307.0,352.0,3.2,17.0,24.0,540,2024.0,1305.6000000000001,1.0010723039215685,2.4203703703703705,3.7130681818181817,1
64,910.0,448.0,2.9,14.0,21.0,460,2024.0,852.6,1.0673234811165846,1.9782608695652173,2.03125,0
65,397.0,256.0,1.9,11.5,18.0,175,2024.0,393.29999999999995,1.0094075769132977,2.2685714285714287,1.55078125,0
66,762.0,384.0,3.0,13.0,20.5,360,2024.0,799.5,0.9530956848030019,2.1166666666666667,1.984375,1
67,1189.0,384.0,2.0,14.3,21.5,470,2023.0,614.9,1.9336477476012361,2.529787234042553,3.0963541666666665,1
68,440.0,332.0,1.8,13.0,20.0,349,2022.0,468.00000000000006,0.94017094017094,1.2607449856733524,1.3253012048192772,0
69,278.0,288.0,2.4,11.7,18.0,200,2024.0,505.43999999999994,0.5500158277936056,1.39,0.9652777777777778,0
70,832.0,544.0,3.3,14.3,21.8,620,2024.0,1028.742,0.808754770389466,1.3419354838709678,1.5294117647058822,1
71,1801.0,928.0,5.5,14.2,21.5,990,2024.0,1679.1499999999999,1.0725664770866212,1.8191919191919192,1.9407327586206897,1
72,860.0,464.0,2.7,15.0,21.5,700,2023.0,870.75,0.9876543209876543,1.2285714285714286,1.853448275862069,1
73,696.0,352.0,2.1,13.0,20.5,360,2024.0,559.65,1.2436344143661218,1.9333333333333333,1.9772727272727273,1
74,696.0,352.0,2.4,13.0,20.5,360,2024.0,639.6,1.0881801125703565,1.9333333333333333,1.9772727272727273,1
75,488.0,480.0,2.4,11.1,16.5,270,2024.0,439.55999999999995,1.1102011102011102,1.8074074074074074,1.0166666666666666,0
76,807.0,576.0,3.3,12.9,20.6,540,2024.0,876.9420000000001,0.9202433000129996,1.4944444444444445,1.4010416666666667,1
77,806.0,320.0,2.0,13.0,20.5,360,2024.0,533.0,1.5121951219512195,2.238888888888889,2.51875,1
78,1034.0,352.0,2.8,12.8,20.5,360,2023.0,734.7199999999999,1.4073388501742161,2.8722222222222222,2.9375,1
79,624.0,352.0,2.3,13.0,20.7,370,2023.0,618.93,1.0081915563957153,1.6864864864864866,1.7727272727272727,1
80,806.0,448.0,2.8,14.4,22.0,509,2023.0,887.04,0.9086399711399712,1.5834970530451866,1.7991071428571428,1
81,397.0,320.0,2.5,11.5,18.0,200,2024.0,517.5,0.7671497584541063,1.985,1.240625,0
82,289.0,192.0,1.5,12.5,19.0,150,2024.0,356.25,0.8112280701754386,1.9266666666666667,1.5052083333333333,0
83,715.0,416.0,2.2,13.5,20.9,409,2024.0,620.73,1.1518695729222044,1.7481662591687042,1.71875,1
84,696.0,313.0,2.3,13.5,20.7,360,2024.0,642.7349999999999,1.0828724124250275,1.9333333333333333,2.2236421725239617,1
85,326.0,416.0,2.0,11.5,18.0,239,2023.0,414.0,0.7874396135265701,1.3640167364016735,0.7836538461538461,0
86,114.0,512.0,2.8,13.0,20.7,460,2020.0,753.4799999999999,0.15129797738493392,0.24782608695652175,0.22265625,1
87,533.0,192.0,2.2,12.0,18.8,230,2023.0,496.32000000000005,1.0739039329464861,2.3173913043478263,2.7760416666666665,1
88,143.0,608.0,3.2,13.0,20.7,529,2020.0,861.12,0.16606280193236714,0.27032136105860116,0.23519736842105263,1
89,696.0,320.0,1.8,13.0,20.5,330,2023.0,479.70000000000005,1.450906816760475,2.109090909090909,2.175,1
90,943.0,416.0,2.5,13.0,20.5,410,2023.0,666.25,1.4153846153846155,2.3,2.266826923076923,1
91,2093.0,496.0,3.4,16.8,24.2,759,2024.0,1382.3039999999999,1.5141387133365745,2.757575757575758,4.219758064516129,1
92,343.0,480.0,2.3,11.5,18.0,280,2023.0,476.09999999999997,0.7204368830077715,1.225,0.7145833333333333,0
93,904.0,480.0,2.7,13.3,20.7,454,2023.0,743.3370000000001,1.2161374988733238,1.9911894273127753,1.8833333333333333,1
94,852.0,472.0,2.9,14.0,21.0,570,2024.0,852.6,0.9992962702322308,1.4947368421052631,1.805084745762712,0
95,806.0,432.0,2.8,14.5,22.0,480,2024.0,893.1999999999998,0.9023734885803854,1.6791666666666667,1.8657407407407407,1
96,292.0,288.0,1.6,11.5,18.0,140,2023.0,331.20000000000005,0.8816425120772946,2.085714285714286,1.0138888888888888,0
97,624.0,320.0,1.9,13.5,20.5,340,2023.0,525.8249999999999,1.1867066039081444,1.8352941176470587,1.95,1
98,650.0,416.0,2.2,13.0,20.7,409,2023.0,592.02,1.0979358805445762,1.5892420537897312,1.5625,1
99,4141.0,240.0,1.7,24.0,34.5,1559,2022.0,1407.6,2.9418868996874115,2.656189865298268,17.254166666666666,1
100,95.0,208.0,1.4,13.0,18.2,250,2021.0,331.23999999999995,0.28680111097693517,0.38,0.4567307692307692,1
101,556.0,320.0,2.8,13.5,20.5,350,2023.0,774.9,0.7175119370241322,1.5885714285714285,1.7375,0
102,741.0,320.0,2.2,13.3,20.7,350,2023.0,605.6820000000001,1.2234142668925274,2.117142857142857,2.315625,1
103,1010.0,736.0,3.2,14.3,21.5,820,2023.0,983.8400000000001,1.026589689380387,1.2317073170731707,1.372282608695652,1
104,78.0,288.0,1.9,13.2,20.7,330,2018.0,519.156,0.15024385733767887,0.23636363636363636,0.2708333333333333,1
105,326.0,480.0,2.3,13.0,20.5,350,2024.0,612.9499999999999,0.531854147972918,0.9314285714285714,0.6791666666666667,1
106,852.0,448.0,2.4,13.8,21.2,10,2024.0,702.1439999999999,1.2134263057150672,85.2,1.9017857142857142,1
107,595.0,304.0,2.6,13.5,20.5,330,2023.0,719.5500000000001,0.8269057049544853,1.803030303030303,1.957236842105263,0
108,699.0,432.0,2.8,15.0,21.7,570,2023.0,911.4,0.7669519420671495,1.2263157894736842,1.6180555555555556,1
109,613.0,640.0,4.0,13.0,20.5,620,2023.0,1066.0,0.575046904315197,0.9887096774193549,0.9578125,1
110,209.0,416.0,2.3,13.0,20.5,419,2021.0,612.9499999999999,0.340973978301656,0.4988066825775656,0.5024038461538461,1
111,670.0,288.0,1.7,12.9,20.5,290,2024.0,449.565,1.490329540778308,2.310344827586207,2.326388888888889,1
112,107.0,144.0,1.3,17.1,16.6,300,2019.0,369.0180000000001,0.28995875539946553,0.3566666666666667,0.7430555555555556,1
113,712.0,448.0,2.3,14.5,21.7,536,2024.0,723.6949999999998,0.9838398772963751,1.328358208955224,1.5892857142857142,1
114,650.0,320.0,2.2,13.0,20.6,319,2023.0,589.1600000000001,1.1032656663724623,2.0376175548589344,2.03125,1
115,95.0,224.0,2.0,13.3,20.7,319,2020.0,550.62,0.1725327812284334,0.29780564263322884,0.42410714285714285,1
116,78.0,352.0,2.2,13.2,20.5,370,2018.0,595.3199999999999,0.13102197137673857,0.21081081081081082,0.2215909090909091,1
117,430.0,352.0,2.3,12.0,18.0,192,2023.0,496.79999999999995,0.8655394524959743,2.2395833333333335,1.2215909090909092,0
118,579.0,352.0,2.3,12.5,20.0,282,2023.0,574.9999999999999,1.0069565217391305,2.0531914893617023,1.6448863636363635,1
119,904.0,672.0,3.7,13.7,20.7,580,2024.0,1049.283,0.8615406901665233,1.5586206896551724,1.3452380952380953,1
120,650.0,416.0,2.9,13.0,20.5,370,2023.0,772.8499999999999,0.8410428931875527,1.7567567567567568,1.5625,1
121,849.0,288.0,2.4,13.0,18.5,220,2023.0,577.1999999999999,1.470893970893971,3.859090909090909,2.9479166666666665,0
122,488.0,512.0,2.0,11.0,16.5,230,2024.0,363.0,1.3443526170798898,2.121739130434783,0.953125,0
123,1879.0,576.0,2.8,14.5,21.5,660,2024.0,872.8999999999999,2.1525947989460423,2.846969696969697,3.2621527777777777,1
124,1249.0,502.0,4.1,14.8,21.9,610,2024.0,1328.8919999999998,0.939880742754114,2.0475409836065572,2.4880478087649402,1
125,488.0,352.0,2.9,12.5,19.0,273,2023.0,688.75,0.708529945553539,1.7875457875457876,1.3863636363636365,0
126,374.0,528.0,3.1,16.8,14.2,759,2021.0,739.5360000000001,0.5057225070855239,0.4927536231884058,0.7083333333333334,1
127,670.0,224.0,1.5,13.5,20.5,260,2024.0,415.125,1.6139716952725083,2.576923076923077,2.9910714285714284,1
128,904.0,416.0,2.7,14.3,21.7,368,2024.0,837.8370000000001,1.0789688209043047,2.4565217391304346,2.173076923076923,1
129,650.0,224.0,1.8,13.0,20.5,250,2023.0,479.70000000000005,1.3550135501355012,2.6,2.9017857142857144,1
130,779.0,512.0,4.3,13.5,20.5,490,2023.0,1190.0249999999999,0.6546080964685617,1.589795918367347,1.521484375,0
131,1290.0,680.0,3.3,14.3,21.6,770,2023.0,1019.304,1.2655694473876293,1.6753246753246753,1.8970588235294117,1
132,367.0,224.0,1.7,14.5,22.0,319,2022.0,542.3,0.6767471879033746,1.1504702194357366,1.6383928571428572,1
133,696.0,544.0,2.4,12.7,20.2,467,2022.0,615.6959999999999,1.1304280034302645,1.4903640256959314,1.2794117647058822,0
134,650.0,352.0,2.3,13.3,20.7,360,2021.0,633.213,1.026510826530725,1.8055555555555556,1.8465909090909092,1
135,670.0,352.0,2.5,13.0,20.5,360,2024.0,666.25,1.0056285178236397,1.8611111111111112,1.9034090909090908,1
136,832.0,416.0,3.6,12.8,20.5,390,2024.0,944.6400000000001,0.8807588075880758,2.1333333333333333,2.0,1
137,559.0,384.0,2.0,12.5,20.0,310,2023.0,500.0,1.118,1.803225806451613,1.4557291666666667,0
138,904.0,736.0,3.6,13.0,20.5,580,2023.0,959.4000000000001,0.9422555764019178,1.5586206896551724,1.2282608695652173,1
139,904.0,336.0,2.2,13.2,20.6,360,2023.0,598.224,1.5111396400010697,2.511111111111111,2.6904761904761907,1
140,614.0,352.0,2.8,14.0,21.0,340,2023.0,823.1999999999999,0.7458697764820215,1.8058823529411765,1.7443181818181819,0
141,860.0,190.0,1.9,16.6,24.0,570,2023.0,756.96,1.1361234411329528,1.5087719298245614,4.526315789473684,1
142,1359.0,640.0,3.5,12.9,20.5,550,2023.0,925.5749999999999,1.4682764767847014,2.4709090909090907,2.1234375,1
143,730.0,338.0,2.1,16.6,22.0,610,2022.0,766.9200000000002,0.9518593855943251,1.1967213114754098,2.1597633136094676,1
144,307.0,272.0,1.4,13.7,21.6,210,2024.0,414.28799999999995,0.7410303943150659,1.4619047619047618,1.1286764705882353,0
145,654.0,224.0,1.8,13.5,20.5,230,2024.0,498.15000000000003,1.3128575730201746,2.8434782608695652,2.919642857142857,0
146,367.0,384.0,2.5,13.0,20.7,360,2021.0,672.75,0.5455221107395021,1.0194444444444444,0.9557291666666666,1
147,650.0,416.0,2.4,12.9,20.7,370,2020.0,640.872,1.0142430937847184,1.7567567567567568,1.5625,1
148,95.0,256.0,1.5,13.0,20.5,270,2019.0,399.75,0.23764853033145716,0.35185185185185186,0.37109375,1
149,1034.0,448.0,3.7,12.5,20.0,426,2024.0,925.0,1.1178378378378377,2.427230046948357,2.3080357142857144,1
150,590.0,376.0,2.8,15.0,21.5,662,2023.0,903.0,0.6533776301218162,0.8912386706948641,1.5691489361702127,1
151,269.0,346.0,2.0,11.5,18.0,10,2024.0,414.0,0.6497584541062802,26.9,0.7774566473988439,0
152,696.0,384.0,2.4,13.8,20.8,400,2024.0,688.896,1.0103121516164995,1.74,1.8125,1
153,696.0,608.0,3.7,13.2,20.7,580,2023.0,1010.9879999999999,0.6884354710441667,1.2,1.144736842105263,1
154,857.0,496.0,2.8,15.0,21.8,610,2023.0,915.6,0.935998252512014,1.4049180327868853,1.7278225806451613,1
155,670.0,176.0,1.0,16.2,21.0,219,2022.0,340.2,1.969429747207525,3.0593607305936072,3.8068181818181817,0
156,1149.0,304.0,1.6,13.0,18.5,230,2024.0,384.8,2.985966735966736,4.995652173913044,3.7796052631578947,0
157,605.0,432.0,2.8,14.5,21.8,384,2024.0,885.0799999999999,0.6835540290143265,1.5755208333333333,1.400462962962963,1
158,787.0,512.0,2.8,12.6,20.5,460,2024.0,723.2399999999999,1.0881588407720812,1.7108695652173913,1.537109375,1
159,1022.0,271.0,2.3,20.3,24.6,940,2024.0,1148.574,0.8897990029375555,1.0872340425531914,3.7712177121771218,1
160,741.0,288.0,2.0,13.2,20.8,310,2023.0,549.12,1.3494318181818181,2.390322580645161,2.5729166666666665,1
161,367.0,224.0,1.8,13.3,20.7,218,2022.0,495.558,0.7405793065594743,1.68348623853211,1.6383928571428572,1
162,761.0,512.0,2.7,13.0,20.6,440,2023.0,723.0600000000001,1.0524714408209552,1.7295454545454545,1.486328125,1
163,446.0,352.0,2.4,13.5,20.7,363,2022.0,670.68,0.6649967197471224,1.2286501377410468,1.2670454545454546,1
164,4141.0,200.0,2.3,24.5,33.5,1570,2022.0,1887.725,2.193645790568012,2.637579617834395,20.705,1
165,549.0,346.0,1.5,12.6,20.0,300,2018.0,378.0,1.4523809523809523,1.83,1.5867052023121386,0
166,650.0,252.0,2.5,13.3,20.7,280,2024.0,688.275,0.9443899604082671,2.3214285714285716,2.5793650793650795,1
167,248.0,192.0,1.5,13.3,20.7,192,2023.0,412.96500000000003,0.600535154310898,1.2916666666666667,1.2916666666666667,1
168,514.0,288.0,2.2,13.0,20.6,252,2023.0,589.1600000000001,0.8724285423314548,2.0396825396825395,1.7847222222222223,1
169,715.0,384.0,3.1,13.0,20.5,360,2023.0,826.1500000000001,0.8654602675059008,1.9861111111111112,1.8619791666666667,1
170,1709.0,346.0,6.0,14.3,21.6,1150,2023.0,1853.2800000000004,0.9221488388155052,1.4860869565217392,4.9393063583815024,1
171,313.0,112.0,0.5,13.0,20.0,110,2024.0,130.0,2.4076923076923076,2.8454545454545452,2.794642857142857,0
172,605.0,256.0,1.6,14.1,21.6,320,2023.0,487.2960000000001,1.2415451799317045,1.890625,2.36328125,1
173,670.0,608.0,3.3,12.5,20.0,500,2023.0,825.0,0.8121212121212121,1.34,1.1019736842105263,0
174,4726.0,320.0,2.5,24.0,33.0,1990,2023.0,1980.0,2.386868686868687,2.3748743718592964,14.76875,1
175,4336.0,272.0,2.2,24.5,33.5,1759,2021.0,1805.65,2.401351313931271,2.4650369528140987,15.941176470588236,1
176,209.0,240.0,2.9,14.5,20.7,509,2019.0,870.435,0.2401098301424001,0.4106090373280943,0.8708333333333333,1
177,232.0,160.0,1.0,11.5,18.0,79,2023.0,207.0,1.1207729468599035,2.9367088607594938,1.45,0
178,217.0,480.0,2.4,13.5,20.6,409,2022.0,667.44,0.325122857485317,0.530562347188264,0.45208333333333334,1
179,4336.0,224.0,2.0,24.2,33.7,1549,2021.0,1631.0800000000002,2.658361331142556,2.7992253066494515,19.357142857142858,1
180,394.0,576.0,2.3,11.5,18.0,290,2023.0,476.09999999999997,0.8275572358748162,1.3586206896551725,0.6840277777777778,0
181,557.0,304.0,2.6,13.5,20.5,330,2023.0,719.5500000000001,0.7740949204363837,1.687878787878788,1.832236842105263,0
182,1025.0,640.0,3.3,13.8,20.7,638,2023.0,942.678,1.0873278044040489,1.6065830721003134,1.6015625,1
183,552.0,448.0,3.5,13.2,20.6,349,2022.0,951.72,0.5800025217500946,1.5816618911174785,1.2321428571428572,1
184,1084.0,400.0,2.1,14.5,21.5,509,2022.0,654.6750000000001,1.6557834039790733,2.1296660117878194,2.71,1
185,1519.0,400.0,2.2,14.5,21.5,470,2024.0,685.85,2.2147699934387983,3.2319148936170214,3.7975,0
186,624.0,320.0,3.2,13.5,21.0,358,2023.0,907.2,0.6878306878306878,1.7430167597765363,1.95,1
187,1222.0,608.0,3.5,13.0,20.6,536,2023.0,937.3000000000001,1.3037447988904298,2.279850746268657,2.0098684210526314,1
188,605.0,320.0,2.0,13.0,20.5,250,2021.0,533.0,1.1350844277673546,2.42,1.890625,1
189,419.0,512.0,4.0,11.5,18.0,320,2024.0,828.0,0.5060386473429952,1.309375,0.818359375,0
190,559.0,256.0,2.3,13.0,20.5,290,2023.0,612.9499999999999,0.9119830328738071,1.9275862068965517,2.18359375,1
191,670.0,512.0,3.2,13.7,20.7,493,2023.0,907.488,0.7383017736873655,1.359026369168357,1.30859375,1
192,743.0,480.0,2.8,13.5,20.6,430,2023.0,778.68,0.9541788668002261,1.7279069767441861,1.5479166666666666,2
193,921.0,608.0,2.6,14.5,21.6,680,2023.0,814.3200000000002,1.1310050103153548,1.3544117647058824,1.5148026315789473,1
194,1959.0,336.0,2.5,23.1,23.3,1250,2022.0,1345.575,1.45588317262137,1.5672,5.830357142857143,1
195,1149.0,216.0,1.2,15.5,23.0,300,2019.0,427.79999999999995,2.6858345021037873,3.83,5.319444444444445,0
196,939.0,224.0,1.5,13.5,20.5,320,2024.0,415.125,2.2619692863595304,2.934375,4.191964285714286,1
197,1508.0,356.0,26.0,17.2,24.3,788,2023.0,10866.960000000001,0.13876926021628863,1.9137055837563453,4.235955056179775,1
198,399.0,320.0,1.5,13.1,20.6,319,2020.0,404.79,0.9856962869636107,1.250783699059561,1.246875,1
199,374.0,512.0,2.1,11.5,18.0,250,2024.0,434.70000000000005,0.8603634690591211,1.496,0.73046875,0
200,605.0,336.0,2.3,13.5,20.8,275,2024.0,645.8399999999999,0.9367645237210456,2.2,1.8005952380952381,1
201,741.0,544.0,3.3,13.3,20.6,510,2023.0,904.1340000000001,0.8195687807338292,1.4529411764705882,1.3621323529411764,1
202,790.0,286.0,1.8,16.1,22.0,529,2022.0,637.5600000000001,1.2390990651860216,1.4933837429111532,2.762237762237762,1
203,399.0,256.0,1.7,13.0,20.4,300,2021.0,450.8399999999999,0.885014639339899,1.33,1.55859375,1
204,1459.0,346.0,3.8,14.8,22.2,949,2017.0,1248.528,1.1685761152332987,1.5374077976817704,4.216763005780347,0
205,746.0,352.0,2.0,14.5,21.5,430,2024.0,623.5,1.1964715316760224,1.7348837209302326,2.1193181818181817,1
206,761.0,88.0,0.6,23.5,16.2,224,2024.0,228.42,3.3315821731897386,3.3973214285714284,8.647727272727273,0
207,1034.0,704.0,4.0,13.5,20.5,610,2024.0,1107.0,0.934056007226739,1.6950819672131148,1.46875,1
208,525.0,320.0,2.6,13.0,20.5,320,2023.0,692.9000000000001,0.7576850916438157,1.640625,1.640625,1
209,605.0,416.0,2.3,13.5,20.5,410,2023.0,636.525,0.9504732728486706,1.475609756097561,1.4543269230769231,1
210,696.0,256.0,1.5,13.0,20.5,280,2023.0,399.75,1.7410881801125704,2.4857142857142858,2.71875,1
211,592.0,224.0,1.8,13.5,20.5,290,2023.0,498.15000000000003,1.1883970691558767,2.0413793103448277,2.642857142857143,1
212,843.0,368.0,2.1,16.4,23.5,500,2023.0,809.3399999999999,1.0415894432500556,1.686,2.2907608695652173,0
213,867.0,384.0,2.0,15.3,21.7,502,2023.0,664.02,1.30568356374808,1.7270916334661355,2.2578125,1
214,413.0,50.0,0.4,14.0,20.0,70,2022.0,112.00000000000001,3.6874999999999996,5.9,8.26,0
215,439.0,512.0,2.9,13.5,20.6,474,2022.0,806.49,0.5443340896973304,0.9261603375527426,0.857421875,1
216,460.0,384.0,2.8,12.5,20.7,313,2022.0,724.5,0.6349206349206349,1.4696485623003195,1.1979166666666667,1
217,1015.0,240.0,1.3,14.5,21.5,340,2022.0,405.27500000000003,2.5044722719141324,2.985294117647059,4.229166666666667,1
218,314.0,208.0,2.0,14.2,20.5,340,2021.0,582.1999999999999,0.5393335623497081,0.9235294117647059,1.5096153846153846,1
219,715.0,320.0,2.1,13.1,20.5,350,2024.0,563.955,1.2678316532347438,2.0428571428571427,2.234375,1
220,1989.0,431.0,1.9,16.4,23.5,500,2024.0,732.2599999999999,2.7162483270969333,3.978,4.614849187935035,0
221,605.0,224.0,1.5,13.0,20.7,258,2023.0,403.65,1.4988232379536728,2.3449612403100777,2.700892857142857,1
222,696.0,240.0,1.8,14.3,21.8,304,2022.0,561.1320000000001,1.240349864203075,2.289473684210526,2.9,1
223,904.0,352.0,2.1,13.0,20.5,360,2022.0,559.65,1.6152952738318593,2.511111111111111,2.5681818181818183,1
224,159.0,272.0,1.5,14.5,21.7,379,2021.0,471.97499999999997,0.33688225011918005,0.41952506596306066,0.5845588235294118,1
225,317.0,640.0,2.6,11.5,18.0,319,2021.0,538.2,0.5890003716090673,0.9937304075235109,0.4953125,0
